Name,Address 1,Address 2,Town/City,County,Postcode,Phone number,CQC Provider ID (for office use only),CQC Location ID (for office use only),Website,Local authority,Region,Report publication date,URL,Also known as,Specialisms/services,Service types,Provider name
Hounds Road Dental Practice,8 Hounds Road,Chipping Sodbury,Bristol,Avon,BS37 6EE,1454913313,1-1874706118,1-2080693302,,South Gloucestershire,South West,,http://www.cqc.org.uk/location/1-2080693302,,Services for everyone,Dentist,Hounds Road Dental Practice
Mr Charles Otter,Weston Road,,Bath,Somerset,BA1 2YA,1225422321,1-101716554,,,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-101716554,,"Accommodation for persons who require nursing or personal care,Treatment of disease disorder or injury",Individual,
Cranhill Nursing Home,Weston Road,,Bath,Somerset,BA1 2YA,1225422321,1-101716554,1-130276899,,Bath and North East Somerset,South West,2018-12-22T00:00:00Z,http://www.cqc.org.uk/location/1-130276899,,Caring for adults over 65 yrs,Nursing homes,Mr Charles Otter
Mrs. Kirsty Jones,Bristol Road,West Harptree,Bristol,,BS40 6HF,1761221869,1-152954262,,,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-152954262,Harptree Dental Surgery,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Individual,
Harptree Dental Surgery,Bristol Road,West Harptree,Bristol,,BS40 6HF,1761221869,1-152954262,1-188665872,,Bath and North East Somerset,South West,2013-03-21T00:00:00Z,http://www.cqc.org.uk/location/1-188665872,,Services for everyone,Dentist,Mrs. Kirsty Jones
"Drs Gollin, Coppock and Guy","Harptree Surgery, Bristol Road",West Harptree,Bristol,,BS40 6HF,1761221406,1-199759294,,http://www.harptree-cameleysurgery.nhs.uk,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-199759294,,"Maternity and midwifery services,Family planning services,Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
Harptree Surgery,Bristol Road,West Harptree,Bristol,,BS40 6HF,1761221406,1-199759294,1-569279291,http://www.harptree-cameleysurgery.nhs.uk,Bath and North East Somerset,South West,2016-05-17T23:00:00Z,http://www.cqc.org.uk/location/1-569279291,,Services for everyone,"Doctors/GPs,Doctors/GPs","Drs Gollin, Coppock and Guy"
The Laurels Nursing Home,South Road,Timsbury,Bath,Avon,BA2 0ER,1761470631,1-3551779383,1-3605050440,http://www.embracegroup.co.uk,Bath and North East Somerset,South West,,http://www.cqc.org.uk/location/1-3605050440,,"Sensory impairments,Dementia,Caring for adults over 65 yrs,Physical disabilities",Nursing homes,Embrace Care Five Limited
Amicus Homecare Limited,Kelso Villa,"Kelso Place, Upper Bristol Road",Bath,,BA1 3AU,1225667543,1-273463820,,,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-273463820,,Personal care,Organisation,
Kelso Villa,"2nd Floor, Kelso Villa","Kelso Place, Upper Bristol Road",Bath,,BA1 3AU,1225667543,1-273463820,1-3620736693,http://www.amicushomecare.co.uk,Bath and North East Somerset,South West,2018-07-19T23:00:00Z,http://www.cqc.org.uk/location/1-3620736693,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs,Physical disabilities",Homecare agencies,Amicus Homecare Limited
Your Life (Bath),Lambrook Court,Gloucester Road,Bath,,BA1 8AZ,1225471647,1-172521302,1-4866484796,http://www.yourlife.co.uk,Bath and North East Somerset,South West,2019-05-23T23:00:00Z,http://www.cqc.org.uk/location/1-4866484796,,"Sensory impairments,Dementia,Caring for adults over 65 yrs,Physical disabilities",Homecare agencies,Yourlife Management Services Limited
Culverhayes Nursing Home,Lymore Avenue,Twerton,Bath,Somerset,BA2 1AY,1225448923,1-119233147,1-137403812,http://www.cedarcarehomes.com,Bath and North East Somerset,South West,2018-07-05T23:00:00Z,http://www.cqc.org.uk/location/1-137403812,,"Caring for adults under 65 yrs,Dementia,Mental health conditions,Caring for adults over 65 yrs",Nursing homes,Messrs A & M & K Desai - Desai Care Homes
Henderson Rehabilitation Unit,"Grace Care Centre, Whitebridge Gardens",Thornbury,Bristol,Avon,BS35 2FR,,1-290660061,1-5763698270,http://www.sirona-cic.org.uk,South Gloucestershire,South West,,http://www.cqc.org.uk/location/1-5763698270,,"Sensory impairments,Caring for adults under 65 yrs,Dementia,Learning disabilities,Caring for adults over 65 yrs,Physical disabilities",Rehabilitation (illness/injury),Sirona Care & Health C.I.C.
Grace Care Centre,Whitebridge Gardens,Thornbury,Bristol,Avon,BS35 2FR,7824695098,1-102642912,1-4834996574,http://www.osjct.co.uk,South Gloucestershire,South West,2019-02-21T00:00:00Z,http://www.cqc.org.uk/location/1-4834996574,,"Sensory impairments,Dementia,Caring for adults over 65 yrs,Physical disabilities",Nursing homes,The Orders Of St. John Care Trust
Bluebird Care (Bath & North East Somerset),Red Bridge House,Lower Bristol Road,Bath,Avon,BA2 3EW,1225445225,1-438294796,1-7626905114,http://www.bluebirdcare.co.uk/bath,Bath and North East Somerset,South West,2019-03-08T00:00:00Z,http://www.cqc.org.uk/location/1-7626905114,,"Sensory impairments,Caring for adults under 65 yrs,Dementia,Learning disabilities,Caring for adults over 65 yrs,Physical disabilities",Homecare agencies,Clarity Bristol Ltd
Rush Hill Surgery,20 Rush Hill,,Bath,Avon,BA2 2QH,1225446087,1-199760265,,http://www.rushhillandwestonsurgery.co.uk,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-199760265,Weston Surgery,"Maternity and midwifery services,Family planning services,Treatment of disease disorder or injury,Diagnostic and screening procedures",Partnership,
Rush Hill Surgery,20 Rush Hill,,Bath,Avon,BA2 2QH,1225446087,1-199760265,1-553131905,http://www.rushhillandwestonsurgery.co.uk,Bath and North East Somerset,South West,2016-07-07T23:00:00Z,http://www.cqc.org.uk/location/1-553131905,,Services for everyone,"Doctors/GPs,Doctors/GPs",Rush Hill Surgery
Abney & Baker (Bath) Ltd,20 Moorland Road,,Bath,,BA2 3PW,1225952200,1-2227570258,1-3172645851,http://www.abneyandbaker.com,Bath and North East Somerset,South West,2018-07-03T23:00:00Z,http://www.cqc.org.uk/location/1-3172645851,,"Sensory impairments,Caring for adults under 65 yrs,Dementia,Learning disabilities,Mental health conditions,Caring for adults over 65 yrs,Substance misuse problems,Eating disorders,Physical disabilities",Homecare agencies,Abney & Baker (Bath) Ltd
The Orangery,Englishcombe Lane,,Bath,Somerset,BA2 2EL,1225311008,1-101642327,1-323983553,http://www.cedarcarehomes.com,Bath and North East Somerset,South West,2019-12-05T00:00:00Z,http://www.cqc.org.uk/location/1-323983553,,"Caring for adults under 65 yrs,Dementia,Caring for adults over 65 yrs",Nursing homes,Cedar Care Homes Limited
Sarah Cares (Bath) Limited,37 Beckhampton Road,,Bath,,BA2 3LL,1225480808,1-2624999604,,,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-2624999604,,Personal care,Organisation,
Sarah Cares (Bath) Ltd,37 Beckhampton Road,,Bath,,BA2 3LL,,1-2624999604,1-3062518660,,Bath and North East Somerset,South West,2018-03-02T00:00:00Z,http://www.cqc.org.uk/location/1-3062518660,,Caring for adults over 65 yrs,Homecare agencies,Sarah Cares (Bath) Limited
Devon Ultrasound Limited,2 Old Forge Mews,Claverham,Bristol,Avon,BS49 4FH,,1-2824810923,,,North Somerset,South West,,http://www.cqc.org.uk/provider/1-2824810923,,Diagnostic and screening procedures,Organisation,
Scantastik Limited,2 Old Forge Mews,Claverham,Bristol,Avon,BS49 4FH,7855411626,1-2061592367,,http://www.windowtothewomb.co.uk,North Somerset,South West,,http://www.cqc.org.uk/provider/1-2061592367,Window to the Womb,Diagnostic and screening procedures,Organisation,
The Bath Dental Clinic Limited,Catherine Cottage,21 Catharine Place,Bath,Avon,BA1 2PS,1225333848,1-2948091939,,,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-2948091939,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Organisation,
The Bath Dental Clinic,Catharine Cottage,21 Catharine Place,Bath,Avon,BA1 2PS,1225333848,1-2948091939,1-3054092285,,Bath and North East Somerset,South West,2018-05-29T23:00:00Z,http://www.cqc.org.uk/location/1-3054092285,,Services for everyone,Dentist,The Bath Dental Clinic Limited
Bath Oldfield Dental Centre,45 Upper Oldfield Park,,Bath,,BA2 3HT,1225445455,1-1986938665,1-2340216330,http://www.mydentist.co.uk,Bath and North East Somerset,South West,2017-08-20T23:00:00Z,http://www.cqc.org.uk/location/1-2340216330,,Services for everyone,Dentist,Community Dental Centres Limited
Heart of Bath,45 Upper Oldfield Park,,Bath,,BA2 3HT,1225421137,1-199759380,,http://www.oldfieldsurgery.org.uk,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-199759380,,"Maternity and midwifery services,Family planning services,Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
Oldfield Surgery,45 Upper Oldfield Park,,Bath,,BA2 3HT,1225421137,1-199759380,1-569083319,http://www.oldfieldsurgery.org.uk,Bath and North East Somerset,South West,2019-06-18T23:00:00Z,http://www.cqc.org.uk/location/1-569083319,,Services for everyone,"Doctors/GPs,Doctors/GPs",Heart of Bath
Bath Dental Excellence,29 Brock Street,,Bath,Avon,BA1 2LN,1225422695,1-153032466,1-570135825,http://www.portmanhealthcare.co.uk,Bath and North East Somerset,South West,2014-01-22T00:00:00Z,http://www.cqc.org.uk/location/1-570135825,,Services for everyone,Dentist,Portman Healthcare Limited
Dr Vera Austin,8 Monmouth Place,,Bath,Somerset,BA1 2AU,1225334618,1-199760294,,http://www.monmouthsurgery.co.uk,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-199760294,Monmouth Surgery,"Maternity and midwifery services,Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Individual,
Dr Vera Austin,8 Monmouth Place,,Bath,Somerset,BA1 2AU,1225334618,1-199760294,1-508835112,http://www.monmouthsurgery.co.uk,Bath and North East Somerset,South West,2016-06-08T23:00:00Z,http://www.cqc.org.uk/location/1-508835112,Monmouth Surgery,Services for everyone,"Doctors/GPs,Doctors/GPs",Dr Vera Austin
Kumari Care,74 Circus Mews,,Bath,Avon,BA1 2PW,1225428449,1-101671636,1-1559885726,http://www.kumaricare.com,Bath and North East Somerset,South West,2019-11-08T00:00:00Z,http://www.cqc.org.uk/location/1-1559885726,,"Sensory impairments,Caring for adults under 65 yrs,Dementia,Learning disabilities,Mental health conditions,Caring for adults over 65 yrs,Physical disabilities",Homecare agencies,Kumari Care Limited
Centre for Dentistry Limited,Carriage Court,22 Circus Mews,Bath,,BA1 2PW,1225418034,1-334069779,,,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-334069779,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Organisation,
Dr. Susan Plumstead,Rivers Street Dental Practice,28 Rivers Street,Bath,Somerset,BA1 2QA,1225420817,1-161846174,,,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-161846174,SUSAN PLUMSTEAD,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Individual,
Rivers Street Dental Practice,28 Rivers Street,,Bath,Somerset,BA1 2QA,1225420817,1-161846174,1-201678991,,Bath and North East Somerset,South West,2013-02-09T00:00:00Z,http://www.cqc.org.uk/location/1-201678991,,Services for everyone,Dentist,Dr. Susan Plumstead
Circus Dental Limited,13 The Circus,,Bath,Somerset,BA1 2ES,1225426163,1-7161737013,,http://www.Circusdentalpractice.co.uk,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-7161737013,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Organisation,
The Circus Dental Practice,13 The Circus,,Bath,Somerset,BA1 2ES,1225426163,1-7161737013,1-7824413905,http://www.Circusdentalpractice.co.uk,Bath and North East Somerset,South West,2014-02-11T00:00:00Z,http://www.cqc.org.uk/location/1-7824413905,,Services for everyone,Dentist,Circus Dental Limited
Divine Sparks Limited,24 James Street West,,Bath,Avon,BA1 2BT,7539024691,1-3534962293,,http://www.windowtothewomb.co.uk,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-3534962293,Window to the Womb,Diagnostic and screening procedures,Organisation,
Bath Spa Dentistry,19a James Street,,Bath,Somerset,BA1 2BT,1225464346,1-523352245,1-575291974,,Bath and North East Somerset,South West,2019-12-17T00:00:00Z,http://www.cqc.org.uk/location/1-575291974,,Services for everyone,Dentist,Bath Spa Dentistry Ltd
Bath Spa Dentistry Ltd,19a James Street,,Bath,Somerset,BA1 2BT,1225464346,1-523352245,,,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-523352245,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Organisation,
Mr Grey Giddins,29A James Street West,,Bath,Avon,BA1 2BT,1225316895,1-158786840,,http://www.handtoelbow.com,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-158786840,The Hand to Elbow Clinic,"Treatment of disease disorder or injury,Diagnostic and screening procedures",Individual,
The Hand to Elbow Clinic,29A James Street West,,Bath,Avon,BA1 2BT,1225316895,1-158786840,1-203531291,http://www.handtoelbow.com,Bath and North East Somerset,South West,2019-11-15T00:00:00Z,http://www.cqc.org.uk/location/1-203531291,,Services for everyone,"Doctors/GPs,Doctors/GPs",Mr Grey Giddins
Halton House Dental Centre Limited,Hallatrow Road,Paulton,Bristol,,BS39 7LH,1761411166,1-152954212,1-189378499,,Bath and North East Somerset,South West,2014-02-14T00:00:00Z,http://www.cqc.org.uk/location/1-189378499,,Services for everyone,Dentist,Halton House Dental Centre Ltd
Bath MIND,82 Lower Oldfield Park,,Bath,Somerset,BA2 3HP,1225448396,1-101609102,,,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-101609102,,Accommodation for persons who require nursing or personal care,Organisation,
Bath MIND - 82 Lower Oldfield Park,Oldfield Park,,Bath,Somerset,BA2 3HP,1225448396,1-101609102,1-124160584,,Bath and North East Somerset,South West,2017-09-04T23:00:00Z,http://www.cqc.org.uk/location/1-124160584,,Mental health conditions,Residential homes,Bath MIND
Mr Jeffrey Watkins,Charlotte St Dental Practice,15a Charlotte St,Bath,Somerset,BA1 2ND,1225318455,1-153038015,,,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-153038015,Charlotte St Dental Practice,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Individual,
Charlotte St Dental Practice,15A Charlotte Street,,Bath,Avon,BA1 2ND,1225318455,1-153038015,1-254901723,,Bath and North East Somerset,South West,2014-03-25T00:00:00Z,http://www.cqc.org.uk/location/1-254901723,,"Caring for children (0 - 18yrs),Caring for adults under 65 yrs,Caring for adults over 65 yrs",Dentist,Mr Jeffrey Watkins
I M Smile Ltd,Circus House,Bennett Street,Bath,Somerset,BA1 2EX,1225447600,1-396773754,,,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-396773754,Circus Dental & Implant Centre,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Organisation,
IM Smile Ltd,Circus Dental & Implant Centre,"Circus House, Bennett Street",Bath,Somerset,BA1 2EX,1225447600,1-396773754,1-421209060,,Bath and North East Somerset,South West,2014-01-16T00:00:00Z,http://www.cqc.org.uk/location/1-421209060,,Services for everyone,Dentist,I M Smile Ltd
Cedar Park Nursing Home,27-28 Oldfield Road,Oldfield Park,Bath,Somerset,BA2 3NG,1225312484,1-119233147,1-137403798,http://www.cedarcarehomes.com,Bath and North East Somerset,South West,2018-11-22T00:00:00Z,http://www.cqc.org.uk/location/1-137403798,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs",Nursing homes,Messrs A & M & K Desai - Desai Care Homes
C D Rosser Dental Practice Ltd,Green Park Dental Practice,40 Green Park,Bath,Somerset,BA1 1HZ,1225421096,1-152944962,,,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-152944962,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Organisation,
Mr. Robert Smillie,40 Green Park,,Bath,Somerset,BA1 1HZ,1225421096,1-152944972,,http://www.bathdentists.co.uk,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-152944972,Green Park Dental Practice,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Individual,
Mr. Graham Muller,40 Green Park,,Bath,Somerset,BA1 1HZ,1225421096,1-153032975,,,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-153032975,Green Park Dental Practice,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Individual,
Green Park Dental Practice,40 Green Park,,Bath,Somerset,BA1 1HZ,1225421096,1-152944972,1-196472149,http://www.bathdentists.co.uk,Bath and North East Somerset,South West,2016-03-16T00:00:00Z,http://www.cqc.org.uk/location/1-196472149,,Services for everyone,Dentist,Mr. Robert Smillie
Green Park Dental Practice,40 Green Park,,Bath,Somerset,BA1 1HZ,1225421096,1-153032975,1-198508293,,Bath and North East Somerset,South West,2016-03-16T00:00:00Z,http://www.cqc.org.uk/location/1-198508293,,Services for everyone,Dentist,Mr. Graham Muller
Green Park Dental Practice,40 Green Park,,Bath,Somerset,BA1 1HZ,1225421096,1-152944962,1-188116198,,Bath and North East Somerset,South West,2016-03-16T00:00:00Z,http://www.cqc.org.uk/location/1-188116198,,Services for everyone,Dentist,C D Rosser Dental Practice Ltd
Dimensions Fountain House Innox Lane,Fountain House,"Innox Lane, Upper Swainswick",Bath,Avon,BA1 8DD,1225858947,1-349152381,1-352306663,http://www.dimensions-uk.org,Bath and North East Somerset,South West,2017-12-05T00:00:00Z,http://www.cqc.org.uk/location/1-352306663,,Learning disabilities,Residential homes,Dimensions (UK) Limited
Mr. John James Kerrigan,Circus Orthodontics,20 The Circus,Bath,Somerset,BA1 2EU,1225424051,1-152944982,,http://www.circusorthodontics.co.uk,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-152944982,John James Kerrigan,"Treatment of disease disorder or injury,Diagnostic and screening procedures",Individual,
Circus Orthodontics,20 The Circus,,Bath,Somerset,BA1 2EU,1225424051,1-153029127,1-188067212,http://www.circusorthodontics.co.uk,Bath and North East Somerset,South West,2014-09-15T23:00:00Z,http://www.cqc.org.uk/location/1-188067212,,Services for everyone,Dentist,Mr. Graham Edwards
Circus Orthodontics,20 The Circus,,Bath,Somerset,BA1 2EU,1225424051,1-152944982,1-188125964,http://www.circusorthodontics.co.uk,Bath and North East Somerset,South West,2014-09-15T23:00:00Z,http://www.cqc.org.uk/location/1-188125964,,Services for everyone,Dentist,Mr. John James Kerrigan
Mr. Graham Edwards,Circus Orthodontics,20 The Circus,Bath,Somerset,BA1 2EU,1225424051,1-153029127,,http://www.circusorthodontics.co.uk,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-153029127,,"Treatment of disease disorder or injury,Diagnostic and screening procedures",Individual,
Mr. Craig Rushforth,25 Gay Street,,Bath,Somerset,BA1 2PD,1225330011,1-153037458,,,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-153037458,Gay Street Dental Practice,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Individual,
Mr Craig Rushforth - Gay Street Bath,25 Gay Street,,Bath,Somerset,BA1 2PD,1225330011,1-153037458,1-196550938,,Bath and North East Somerset,South West,2014-04-22T23:00:00Z,http://www.cqc.org.uk/location/1-196550938,,Services for everyone,Dentist,Mr. Craig Rushforth
Gracewell of Bath,Clarks Way,,Bath,Avon,BA2 2TR,1225435870,1-4422193466,1-4518081467,http://www.gracewellbath.co.uk,Bath and North East Somerset,South West,2018-06-18T23:00:00Z,http://www.cqc.org.uk/location/1-4518081467,,"Caring for adults under 65 yrs,Dementia,Caring for adults over 65 yrs,Physical disabilities",Nursing homes,Gracewell Healthcare 3 Limited
Gracewell of Bath,Clarks Way,,Bath,Avon,BA2 2TR,1225435870,1-295412119,1-3489137743,http://www.gracewellbath.co.uk,Bath and North East Somerset,South West,2018-06-07T23:00:00Z,http://www.cqc.org.uk/location/1-3489137743,,"Caring for adults under 65 yrs,Dementia,Caring for adults over 65 yrs,Physical disabilities",Nursing homes,Gracewell Healthcare Limited
Vale Oral Care Limited,30 Gay Street,,Bath,Avon,BA1 2PA,1672563787,1-833645241,,http://www.valedentalpractice.co.uk,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-833645241,Vale Dental Practice,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Organisation,
Lyndhurst Dental Practice,16a Upper Oldfield Park,,Bath,Somerset,BA2 3JZ,1225422125,1-152945172,,,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-152945172,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
Lyndhurst Dental Practice,16a Upper Oldfield Park,,Bath,Somerset,BA2 3JZ,1225422125,1-152945172,1-226493450,,Bath and North East Somerset,South West,2017-04-12T23:00:00Z,http://www.cqc.org.uk/location/1-226493450,,Services for everyone,Dentist,Lyndhurst Dental Practice
Mr Ahsan Gaffori,46 High Street,Thornbury,Bristol,Avon,BS35 2AN,1454418333,1-673886899,,,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-673886899,High Street Dental Practice,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Individual,
High Street Dental Surgery,46 High Street,Thornbury,Bristol,Avon,BS35 2AN,1454418333,1-673886899,1-707459340,,South Gloucestershire,South West,2014-07-07T23:00:00Z,http://www.cqc.org.uk/location/1-707459340,,Services for everyone,Dentist,Mr Ahsan Gaffori
Abney & Baker (Bath) Ltd,6 Coburg Villas,Camden Road,Bath,Avon,BA1 5JF,1225952200,1-2227570258,,http://www.abneyandbaker.com,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-2227570258,Abney & Baker,Personal care,Organisation,
Paulton Dental Surgery,Ivy Cottage,"High Street, Paulton",Bristol,,BS39 7QE,1761416057,1-156963041,1-188089993,,Bath and North East Somerset,South West,2013-11-12T00:00:00Z,http://www.cqc.org.uk/location/1-188089993,,"Caring for children (0 - 18yrs),Services for everyone,Caring for adults under 65 yrs,Caring for adults over 65 yrs",Dentist,Mr. David Bowles
Mr. David Bowles,Ivy Cottage,"High Street, Paulton",Bristol,,BS39 7QE,1761416057,1-156963041,,,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-156963041,Paulton Dental Surgery,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Individual,
St Mary Street Surgery,The Surgery,"St Mary Street, Thornbury",Bristol,,BS35 2AT,1454413691,1-199759952,,http://www.stmarystreetsurgery.nhs.uk,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-199759952,"Drs Williams, McCulloch, Kerr & Harrison","Maternity and midwifery services,Family planning services,Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
St Mary Street Surgery,The Surgery,"St Mary Street, Thornbury",Bristol,,BS35 2AT,1454413691,1-199759952,1-547137867,http://www.stmarystreetsurgery.nhs.uk,South Gloucestershire,South West,2017-07-26T23:00:00Z,http://www.cqc.org.uk/location/1-547137867,"Drs Williams, McCulloch, Kerr & Harrison",Services for everyone,"Doctors/GPs,Doctors/GPs",St Mary Street Surgery
Edgar Buildings Dental Care,7 Edgar Buildings,George Street,Bath,Somerset,BA1 2EE,1225466086,1-153032466,1-460442889,http://www.portmanhealthcare.co.uk,Bath and North East Somerset,South West,2013-11-13T00:00:00Z,http://www.cqc.org.uk/location/1-460442889,,Services for everyone,Dentist,Portman Healthcare Limited
Mrs. Julia Robson,1a Queen Square,,Bath,Somerset,BA1 2HA,1225424336,1-205030740,,,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-205030740,Queen Square Dental Practice,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Individual,
Queen Square Dental Practice,1a Queen Square,,Bath,Somerset,BA1 2HA,1225424336,1-205030740,1-228897389,,Bath and North East Somerset,South West,2014-09-03T23:00:00Z,http://www.cqc.org.uk/location/1-228897389,,Services for everyone,Dentist,Mrs. Julia Robson
MHA Care at Home - Alexander Branch,Walcot Court,Walcot Gate,Bath,Somerset,BA1 5UB,1225428476,1-102642904,1-247667202,http://www.mha.org.uk,Bath and North East Somerset,South West,2018-10-23T23:00:00Z,http://www.cqc.org.uk/location/1-247667202,,"Sensory impairments,Dementia,Learning disabilities,Mental health conditions,Caring for adults over 65 yrs,Physical disabilities","Homecare agencies,Supported housing",Methodist Homes
Millies Care and Support Agency Limited,1-2 Fairfield Road,Fairfield Park,Bath,Avon,BA1 6EP,1225320840,1-430597880,1-2000431871,,Bath and North East Somerset,South West,2019-11-07T00:00:00Z,http://www.cqc.org.uk/location/1-2000431871,,"Sensory impairments,Caring for adults under 65 yrs,Dementia,Mental health conditions,Caring for adults over 65 yrs,Physical disabilities",Homecare agencies,Millies Care and Support Agency Limited
Dr Bevan & Partners,Tyning Lane,Camden Road,Bath,Somerset,BA1 6EA,1225331616,1-199759684,1-556706160,http://www.fairfieldparkhc.co.uk,Bath and North East Somerset,South West,2016-10-31T00:00:00Z,http://www.cqc.org.uk/location/1-556706160,Fairfield Park Health Centre,Services for everyone,"Doctors/GPs,Doctors/GPs",Dr Bevan & Partners
Fairfield Park Health Centre,Tyning Lane,Camden Road,Bath,Somerset,BA1 6EA,1225331616,1-199759684,,http://www.fairfieldparkhc.co.uk,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-199759684,,"Maternity and midwifery services,Family planning services,Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
North Somerset Council's Adult Placement Scheme - Shared Lives,"Castlewood, Floor 2,  Zone A",Tickenham Road,Clevedon,,BS21 6FW,1275888368,1-101677388,1-1732654363,http://www.ld4u.org.uk,North Somerset,South West,2019-09-11T23:00:00Z,http://www.cqc.org.uk/location/1-1732654363,,"Caring for children (0 - 18yrs),Sensory impairments,Caring for adults under 65 yrs,Dementia,Learning disabilities,Mental health conditions,Caring for adults over 65 yrs,Physical disabilities",Supported living,North Somerset Council
Castlewood,North Somerset Community Partnership,Tickenham Road,Clevedon,,BS21 6BD,1275546801,1-293935970,1-310911016,http://www.nscphealth.co.uk,North Somerset,South West,2014-02-25T00:00:00Z,http://www.cqc.org.uk/location/1-310911016,,Services for everyone,"Community services - Healthcare,Community services - Learning disabilities,Rehabilitation (illness/injury),Urgent care centres",North Somerset Community Partnership Community Interest Company
North Somerset Community Partnership Community Interest Company,Castlewood,Tickenham Road,Clevedon,,BS21 6BD,1275546801,1-293935970,,,North Somerset,South West,2017-03-30T23:00:00Z,http://www.cqc.org.uk/provider/1-293935970,,"Treatment of disease disorder or injury,Diagnostic and screening procedures",Organisation,
Royal National Hospital for Rheumatic Diseases,Upper Borough Walls,,Bath,,BA1 1RL,1225465941,RD1,RD115,,Bath and North East Somerset,South West,2016-08-09T23:00:00Z,http://www.cqc.org.uk/location/RD115,,Services for everyone,Hospital,Royal United Hospitals Bath NHS Foundation Trust
Greystones,Hayesfield Park,,Bath,Somerset,BA2 4QE,1225317972,1-101642461,1-114386039,http://www.bcvshomes.co.uk,Bath and North East Somerset,South West,2018-10-31T00:00:00Z,http://www.cqc.org.uk/location/1-114386039,,Caring for adults over 65 yrs,Residential homes,Bath Centre for Voluntary Service Homes
Bath Centre for Voluntary Service Homes,"Top Floor, Greystones",Hayesfield Park,Bath,Somerset,BA2 4QE,1225330534,1-101642461,,http://www.bcvshomes.co.uk,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-101642461,,Accommodation for persons who require nursing or personal care,Organisation,
Millies Care and Support Agency Limited,30 Hill View Road,,Bath,Avon,BA1 6NX,1225420322,1-430597880,,,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-430597880,,Personal care,Organisation,
